
814817	54	988	-147	-4	-1	0	3026	9709	80	90	90	0	0	0	-2	0	
814817	54	988	-147	-4	-1	0	3026	9709	80	90	90	0	0	0	-2	0	
814818	54	988	-147	-4	-1	0	3026	9709	80	90	90	0	0	0	-2	0	
814818	54	988	-147	-4	-1	0	3026	9709	80	90	90	0	0	0	-2	0	
814818	54	988	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814893	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814893	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814895	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814896	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814897	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814897	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814898	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814899	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814900	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814904	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814904	59	993	-146	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814906	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814907	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814908	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814909	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814911	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814911	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814911	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814913	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814913	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814917	57	985	-147	-4	-1	0	3027	9709	80	90	90	0	0	0	-2	0	
814917	57	985	-147	-4	-1	0	3027	9708	80	90	90	0	0	0	-2	1	
814995	56	984	-147	-4	0	0	3019	9708	80	90	90	0	0	0	-2	1	
814995	56	984	-147	-4	0	0	3019	9708	80	90	90	0	0	0	-2	1	
814997	56	984	-147	-4	0	0	3019	9708	80	90	90	0	0	0	-2	1	
814998	56	984	-147	-4	0	0	3019	9708	80	90	90	0	0	0	-2	1	
814999	56	984	-147	-4	0	0	3019	9708	80	90	90	0	0	0	-2	1	
815009	53	988	-147	-3	-1	0	3019	9708	80	90	90	0	0	0	-2	1	
815029	56	989	-143	-3	-1	0	3020	9708	80	90	90	0	0	0	-2	1	
815049	59	986	-146	-3	-1	0	3020	9708	80	90	90	0	0	0	-1	1	
815069	61	988	-145	-3	-1	0	3020	9708	80	90	90	0	0	0	-1	1	
815089	59	985	-144	-3	0	0	3020	9708	80	90	90	0	0	0	-1	1	
815109	51	986	-147	-4	0	0	3021	9708	80	90	90	0	0	0	-1	1	
815129	52	988	-144	-4	-1	0	3021	9708	80	90	90	0	0	0	-1	1	
815149	55	987	-148	-4	-2	0	3022	9708	80	90	90	0	0	0	-1	1	
815169	58	986	-152	-4	-1	0	3022	9708	80	90	90	0	0	0	-1	1	
815189	58	987	-145	-4	-1	0	3022	9708	80	90	90	0	0	0	-1	1	
815209	59	988	-145	-4	0	0	3022	9708	80	90	90	0	0	0	-1	1	
815229	55	987	-144	-4	-1	0	3022	9708	80	90	90	0	0	0	-1	1	
815249	57	987	-146	-4	0	0	3022	9708	80	90	90	0	0	0	-1	1	
815269	58	984	-141	-4	-1	0	3022	9708	80	90	90	0	0	0	-1	1	
815289	61	990	-140	-3	-1	0	3022	9708	80	90	90	0	0	0	-1	1	
815309	61	988	-144	-4	0	0	3023	9708	80	90	90	0	0	0	-1	1	
815329	56	985	-142	-3	0	0	3023	9708	80	90	90	0	0	0	-1	1	
815406	50	988	-147	-3	-1	0	3024	9709	80	90	90	0	0	0	-1	1	
815406	50	988	-147	-3	-1	0	3024	9709	80	90	90	0	0	0	-1	1	
815408	50	988	-147	-3	-1	0	3024	9709	80	90	90	0	0	0	-1	1	
815409	50	988	-147	-3	-1	0	3024	9709	80	90	90	0	0	0	-1	1	
